1,/results_final/Chintang_p_ag_eval_summary.txt,over,0.547846426667537
2,/results_final/Chintang_p_ag_eval_summary.txt,under,0.00326816584527345
3,/results_final/Chintang_p_ag_eval_summary.txt,mis,0.08729397173537
4,/results_final/Chintang_p_ag_eval_summary.txt,correct,0.36159143575182
1,/results_final/Chintang_p_base0_eval_summary.txt,over,0
2,/results_final/Chintang_p_base0_eval_summary.txt,under,0.910401775514867
3,/results_final/Chintang_p_base0_eval_summary.txt,mis,0
4,/results_final/Chintang_p_base0_eval_summary.txt,correct,0.0895982244851333
1,/results_final/Chintang_p_base1_eval_summary.txt,over,0.976850854575323
2,/results_final/Chintang_p_base1_eval_summary.txt,under,0
3,/results_final/Chintang_p_base1_eval_summary.txt,mis,0
4,/results_final/Chintang_p_base1_eval_summary.txt,correct,0.0231491454246766
1,/results_final/Chintang_p_base6_eval_summary.txt,over,0.0779202976598453
2,/results_final/Chintang_p_base6_eval_summary.txt,under,0.148433913204304
3,/results_final/Chintang_p_base6_eval_summary.txt,mis,0.664501669984878
4,/results_final/Chintang_p_base6_eval_summary.txt,correct,0.109144119150973
1,/results_final/Chintang_p_btpa_eval_summary.txt,over,0.153505880305058
2,/results_final/Chintang_p_btpa_eval_summary.txt,under,0.0727395367559864
3,/results_final/Chintang_p_btpa_eval_summary.txt,mis,0.651170077352394
4,/results_final/Chintang_p_btpa_eval_summary.txt,correct,0.122584505586562
1,/results_final/Chintang_p_btpr_eval_summary.txt,over,0.207080300706072
2,/results_final/Chintang_p_btpr_eval_summary.txt,under,0.00377296909168054
3,/results_final/Chintang_p_btpr_eval_summary.txt,mis,0.698116779268253
4,/results_final/Chintang_p_btpr_eval_summary.txt,correct,0.0910299509339948
1,/results_final/Chintang_p_dibs_eval_summary.txt,over,0.0357257090636117
2,/results_final/Chintang_p_dibs_eval_summary.txt,under,0.512562420444531
3,/results_final/Chintang_p_dibs_eval_summary.txt,mis,0.158251465996497
4,/results_final/Chintang_p_dibs_eval_summary.txt,correct,0.29346040449536
1,/results_final/Chintang_p_ftpa_eval_summary.txt,over,0.372309801233722
2,/results_final/Chintang_p_ftpa_eval_summary.txt,under,0.0781183023814963
3,/results_final/Chintang_p_ftpa_eval_summary.txt,mis,0.251254936518816
4,/results_final/Chintang_p_ftpa_eval_summary.txt,correct,0.298316959865966
1,/results_final/Chintang_p_ftpr_eval_summary.txt,over,0.538133315926325
2,/results_final/Chintang_p_ftpr_eval_summary.txt,under,0.00459545024315415
3,/results_final/Chintang_p_ftpr_eval_summary.txt,mis,0.182064253620114
4,/results_final/Chintang_p_ftpr_eval_summary.txt,correct,0.275206980210407
1,/results_final/Chintang_p_mia_eval_summary.txt,over,0.00595972453409054
2,/results_final/Chintang_p_mia_eval_summary.txt,under,0.755231350022303
3,/results_final/Chintang_p_mia_eval_summary.txt,mis,0.0740755246581155
4,/results_final/Chintang_p_mia_eval_summary.txt,correct,0.164733400785491
1,/results_final/Chintang_p_mir_eval_summary.txt,over,0.359576574518315
2,/results_final/Chintang_p_mir_eval_summary.txt,under,0.015831674227836
3,/results_final/Chintang_p_mir_eval_summary.txt,mis,0.337212920352057
4,/results_final/Chintang_p_mir_eval_summary.txt,correct,0.287378830901792
1,/results_final/Chintang_p_puddle_eval_summary.txt,over,0.608844936192435
2,/results_final/Chintang_p_puddle_eval_summary.txt,under,0.00488266588335128
3,/results_final/Chintang_p_puddle_eval_summary.txt,mis,0.058363523613695
4,/results_final/Chintang_p_puddle_eval_summary.txt,correct,0.327908874310519
1,/results_final/Japanese_p_ag_eval_summary.txt,over,0.468102492738614
2,/results_final/Japanese_p_ag_eval_summary.txt,under,0.0217019015795705
3,/results_final/Japanese_p_ag_eval_summary.txt,mis,0.0798684994754542
4,/results_final/Japanese_p_ag_eval_summary.txt,correct,0.430327106206361
1,/results_final/Japanese_p_base0_eval_summary.txt,over,0
2,/results_final/Japanese_p_base0_eval_summary.txt,under,0.879744172687481
3,/results_final/Japanese_p_base0_eval_summary.txt,mis,0
4,/results_final/Japanese_p_base0_eval_summary.txt,correct,0.120255827312519
1,/results_final/Japanese_p_base1_eval_summary.txt,over,0.956039288343757
2,/results_final/Japanese_p_base1_eval_summary.txt,under,0
3,/results_final/Japanese_p_base1_eval_summary.txt,mis,0
4,/results_final/Japanese_p_base1_eval_summary.txt,correct,0.0439607116562432
1,/results_final/Japanese_p_base6_eval_summary.txt,over,0.0725140710415672
2,/results_final/Japanese_p_base6_eval_summary.txt,under,0.151845888720783
3,/results_final/Japanese_p_base6_eval_summary.txt,mis,0.645390874251949
